Region ID,Adjacent Region ID,Similarity
1,2,0.1816691756248474
1,3,0.19783785939216614
2,1,0.1816691756248474
2,4,0.2367027997970581
3,1,0.19783785939216614
3,4,0.20364470779895782
4,2,0.2367027997970581
4,3,0.20364470779895782
5,6,0.21024177968502045
5,7,0.23425091803073883
6,5,0.21024177968502045
6,8,0.2415391504764557
7,5,0.23425091803073883
7,8,0.16655011475086212
8,6,0.2415391504764557
8,7,0.16655011475086212
9,10,0.18231219053268433
9,11,0.27894487977027893
10,9,0.18231219053268433
10,12,0.19934837520122528
11,9,0.27894487977027893
11,12,0.27098819613456726
12,10,0.19934837520122528
12,11,0.27098819613456726
13,14,0.20045414566993713
13,15,0.22563740611076355
14,13,0.20045414566993713
14,16,0.1993209570646286
15,13,0.22563740611076355
15,16,0.17237430810928345
16,14,0.1993209570646286
16,15,0.17237430810928345
17,18,0.25079041719436646
17,19,0.3204200267791748
18,17,0.25079041719436646
18,20,0.23410645127296448
19,17,0.3204200267791748
19,20,0.24226775765419006
20,18,0.23410645127296448
20,19,0.24226775765419006
21,22,0.12321163713932037
21,23,0.15166506171226501
22,21,0.12321163713932037
22,24,0.14278818666934967
23,21,0.15166506171226501
23,24,0.13855627179145813
24,22,0.14278818666934967
24,23,0.13855627179145813
25,26,0.2785069942474365
25,27,0.41996368765830994
26,25,0.2785069942474365
26,28,0.2054300606250763
27,25,0.41996368765830994
27,28,0.324869841337204
28,26,0.2054300606250763
28,27,0.324869841337204
29,30,0.3059077262878418
29,31,0.2004634290933609
30,29,0.3059077262878418
30,32,0.23375481367111206
31,29,0.2004634290933609
31,32,0.23050054907798767
32,30,0.23375481367111206
32,31,0.23050054907798767
33,34,0.16840575635433197
33,35,0.2846542000770569
34,33,0.16840575635433197
34,36,0.1583811491727829
35,33,0.2846542000770569
35,36,0.1905808299779892
36,34,0.1583811491727829
36,35,0.1905808299779892
37,38,0.3687155544757843
37,39,0.3278116285800934
38,37,0.3687155544757843
38,40,0.37223339080810547
39,37,0.3278116285800934
39,40,0.3541789650917053
40,38,0.37223339080810547
40,39,0.3541789650917053
41,42,0.17254206538200378
41,43,0.21589690446853638
42,41,0.17254206538200378
42,44,0.17520718276500702
43,41,0.21589690446853638
43,44,0.1730922907590866
44,42,0.17520718276500702
44,43,0.1730922907590866
45,46,0.2523093819618225
45,47,0.3003554940223694
46,45,0.2523093819618225
46,48,0.3085576295852661
47,45,0.3003554940223694
47,48,0.3490452766418457
48,46,0.3085576295852661
48,47,0.3490452766418457
49,50,0.17282900214195251
49,51,0.3813250660896301
50,49,0.17282900214195251
50,52,0.21666087210178375
51,49,0.3813250660896301
51,52,0.3662465810775757
52,50,0.21666087210178375
52,51,0.3662465810775757
53,54,0.15009364485740662
53,55,0.2253185659646988
54,53,0.15009364485740662
54,56,0.19809341430664062
55,53,0.2253185659646988
55,56,0.20280537009239197
56,54,0.19809341430664062
56,55,0.20280537009239197
57,58,0.1900232583284378
57,59,0.22106721997261047
58,57,0.1900232583284378
58,60,0.24474488198757172
59,57,0.22106721997261047
59,60,0.20474879443645477
60,58,0.24474488198757172
60,59,0.20474879443645477
61,62,0.19097073376178741
61,63,0.2228272408246994
62,61,0.19097073376178741
62,64,0.17728739976882935
63,61,0.2228272408246994
63,64,0.27078601717948914
64,62,0.17728739976882935
64,63,0.27078601717948914
65,66,0.2317894697189331
65,67,0.3642360270023346
66,65,0.2317894697189331
66,68,0.1993531435728073
67,65,0.3642360270023346
67,68,0.26498469710350037
68,66,0.1993531435728073
68,67,0.26498469710350037
69,70,0.1600429117679596
69,71,0.23081032931804657
70,69,0.1600429117679596
70,72,0.15664729475975037
71,69,0.23081032931804657
71,72,0.17652736604213715
72,70,0.15664729475975037
72,71,0.17652736604213715
73,74,0.2054513841867447
73,75,0.20971590280532837
74,73,0.2054513841867447
74,76,0.23629705607891083
75,73,0.20971590280532837
75,76,0.2593330442905426
76,74,0.23629705607891083
76,75,0.2593330442905426
77,80,0.7705342173576355
78,79,0.23348933458328247
78,80,0.19424188137054443
79,78,0.23348933458328247
79,81,0.2346237450838089
80,77,0.7705342173576355
80,78,0.19424188137054443
80,81,0.18975108861923218
81,79,0.2346237450838089
81,80,0.18975108861923218
82,83,0.18688493967056274
82,85,0.1921825110912323
83,82,0.18688493967056274
83,86,0.20494255423545837
85,82,0.1921825110912323
85,86,0.1683952510356903
86,83,0.20494255423545837
86,85,0.1683952510356903
87,88,0.26534247398376465
87,89,0.1421125829219818
88,87,0.26534247398376465
88,90,0.19868804514408112
89,87,0.1421125829219818
89,90,0.20471011102199554
90,88,0.19868804514408112
90,89,0.20471011102199554
91,92,0.22797290980815887
91,93,0.3477146625518799
92,91,0.22797290980815887
92,94,0.29423466324806213
93,91,0.3477146625518799
93,94,0.30416440963745117
94,92,0.29423466324806213
94,93,0.30416440963745117
95,96,0.17928223311901093
95,97,0.15468795597553253
96,95,0.17928223311901093
96,98,0.6318545341491699
97,95,0.15468795597553253
