Region ID,Area,Extent,Aspect Ratio,Solidity,Deviation
1,10285.0,0.4962845010615711,0.8407643312101911,0.8749840486622145,1469.5
2,17098.0,0.8034774436090225,0.83125,0.9923965407162343,131.0
3,17515.5,0.8169542910447761,0.8375,0.9876233436707076,219.5
4,11594.0,0.6061905259855693,0.8972602739726028,0.9694385216773277,365.5
5,10117.0,0.8754759432329525,1.0093457943925233,0.9910854231974922,91.0
6,9276.5,0.8120185574229691,1.0980392156862746,0.9810173434856176,179.5
7,9668.0,0.7996030105036804,1.0560747663551402,0.9845213849287169,152.0
8,6575.5,0.6395156584322116,1.092783505154639,0.9251494899753782,532.0
9,28703.0,0.6511274443083345,1.2741935483870968,0.8589340754705689,4714.0
10,19319.0,0.6850709219858157,1.9583333333333333,0.9028624839350391,2078.5
11,23449.0,0.6412086409625376,1.4465408805031446,0.9284894080380123,1806.0
12,34204.5,0.7801231611358194,1.281081081081081,0.97096018735363,1023.0
13,10464.0,0.8332537028189202,1.5164835164835164,0.9644684086824278,385.5
14,8502.5,0.7477354674171137,1.6506024096385543,0.9676226243313987,284.5
15,8247.0,0.6713064713064713,1.4835164835164836,0.9827801942441756,144.5
16,6840.0,0.6165494862087615,1.5,0.9376927822331894,454.5
17,27420.5,0.8564623938030984,1.0574712643678161,0.990303008414894,268.5
18,15044.5,0.6524633532830254,1.4523809523809523,0.9550244397892464,708.5
19,21016.0,0.7942554799697656,1.2244897959183674,0.9942519219396807,121.5
20,25957.5,0.8244140252810773,1.0520231213872833,0.9740881116781748,690.5
21,34672.0,0.9185609071159858,1.4382716049382716,0.9587037369869074,1493.5
22,30188.5,0.7997801091506385,1.4382716049382716,0.9301361843726892,2267.5
23,19465.0,0.5889917695473251,1.2592592592592593,0.8804106924781763,2644.0
24,19291.5,0.7179301105280786,1.0628930817610063,0.9744412173254199,506.0
25,10401.0,0.7643298059964727,0.8571428571428571,0.9759782302711832,256.0
26,8676.5,0.6601110772976263,0.8548387096774194,0.938456546427992,569.0
27,10930.0,0.8107105770657173,0.8492063492063492,0.988603473227207,126.0
28,9394.5,0.6968179795282599,0.8492063492063492,0.975342607973422,237.5
29,6890.5,0.5644249672346002,1.0275229357798166,0.9501516822945394,361.5
30,10050.0,0.8865561044460127,0.9541284403669725,0.9915153906866614,86.0
31,9709.0,0.8101635514018691,1.0467289719626167,0.9799152200242228,199.0
32,10135.0,0.837880291005291,1.037037037037037,0.9697172654642874,316.5
33,10486.0,0.8930335547606881,0.9035087719298246,0.9718257645968489,304.0
34,11271.0,0.9506578947368421,0.9122807017543859,0.9912056987072377,100.0
35,7243.0,0.7427194421657096,0.8679245283018868,0.9493413723048693,386.5
36,7042.0,0.6109665104980045,0.9026548672566371,0.8804701175293823,956.0
37,28682.0,0.8431418660709037,1.595890410958904,0.9902808707511178,281.5
38,30658.0,0.8034698744660219,1.4720496894409938,0.9625594574653459,1192.5
39,28978.0,0.7594412558639306,1.4720496894409938,0.9635565604841391,1096.0
40,21780.0,0.7252747252747253,1.7769230769230768,0.950510604870385,1134.0
41,102459.0,0.5444415514025644,1.996742671009772,0.795563251234587,26329.0
42,163330.5,0.8664839945251408,2.0,0.968016381491996,5396.5
43,10741.0,0.681968253968254,0.3111111111111111,0.9486420843453301,581.5
44,103385.5,0.7820859053497943,1.411764705882353,0.9693178195728402,3272.5
45,22823.0,0.8729727662178702,1.131578947368421,0.9668919062043254,781.5
46,17306.0,0.6619492044063647,1.131578947368421,0.911561759283645,1679.0
47,16049.0,0.7591769157994324,0.9271523178807947,0.9878739382001723,197.0
48,17056.5,0.7149174281163551,1.0463576158940397,0.894133990354372,2019.5
49,2349.0,0.7035040431266847,0.8412698412698413,0.9828451882845188,41.0
50,3491.5,0.756554712892741,1.0923076923076922,0.9837982530290222,57.5
51,3938.0,0.8414529914529915,1.1076923076923078,0.9674487163739098,132.5
52,3339.5,0.7839201877934272,1.1833333333333333,0.9908025515502151,31.0
53,8970.0,0.8444737337601205,1.202127659574468,0.9920371599203716,72.0
54,4991.0,0.5691641008096704,1.4050632911392404,0.9412541254125413,311.5
55,8263.5,0.7919781483611271,1.1808510638297873,0.9855098389982111,121.5
56,6386.0,0.7127232142857143,1.4,0.9597955963026978,267.5
57,1661.0,0.6263197586726998,0.9807692307692307,0.9779216956137768,37.5
58,2851.0,0.8785824345146379,1.0727272727272728,0.991135059968712,25.5
59,2828.0,0.8714946070878274,1.0727272727272728,0.9924548166344973,21.5
60,2048.0,0.6895622895622896,1.0185185185185186,0.9886555636012552,23.5
61,4041.5,0.7698095238095238,1.0714285714285714,0.9895935357492655,42.5
62,4644.5,0.8846666666666667,1.0714285714285714,0.9962462462462462,17.5
63,3607.0,0.7178109452736319,1.1194029850746268,0.986597374179431,49.0
64,4661.5,0.9007729468599034,1.0869565217391304,0.9980730114548764,9.0
65,20255.5,0.7253796017762498,0.8715083798882681,0.9718597063621534,586.5
66,286.5,0.4134199134199134,0.0707070707070707,0.7198492462311558,111.5
67,3031.5,0.5800803673938002,1.164179104477612,0.9643709241291554,112.0
68,15263.5,0.797466039707419,0.9103448275862069,0.9691111111111111,486.5
69,19633.5,0.7070548833189283,0.8764044943820225,0.9586201845613007,847.5
70,110476.5,0.7551780001640555,0.7625570776255708,0.9248649033289662,8975.0
71,47104.0,0.44511221356012287,0.6144578313253012,0.8027676943265675,11573.0
72,74807.5,0.5982302795726441,0.8137755102040817,0.8803782422445041,10164.5
73,115514.0,0.7914194494306581,0.7643020594965675,0.972786337166461,3231.5
74,26189.5,0.7293093845725425,0.9947368421052631,0.9563447142596312,1195.5
75,5812.5,0.4681459407216495,1.3195876288659794,0.8737973541791942,839.5
76,26000.0,0.8040573973280554,0.9148936170212766,0.9622501850481125,1020.0
77,30150.0,0.8485309017223911,0.9947089947089947,0.9517496093565037,1528.5
78,89319.0,0.747677085600442,0.8679245283018868,0.8949709922746265,10482.0
79,67593.5,0.6972571228157043,1.0629139072847682,0.9477429350607469,3727.0
