Region ID,Adjacent Region ID,Similarity
1,2,0.2774770259857178
1,3,0.24163155257701874
2,1,0.2774770259857178
2,4,0.3095451295375824
3,1,0.24163155257701874
3,4,0.33249515295028687
4,2,0.3095451295375824
4,3,0.33249515295028687
5,6,0.20556575059890747
5,7,0.24944241344928741
6,5,0.20556575059890747
6,8,0.17473968863487244
7,5,0.24944241344928741
7,8,0.1970805525779724
8,6,0.17473968863487244
8,7,0.1970805525779724
9,10,0.22293680906295776
9,11,0.26938870549201965
10,9,0.22293680906295776
10,12,0.3256817162036896
11,9,0.26938870549201965
11,12,0.28913789987564087
12,10,0.3256817162036896
12,11,0.28913789987564087
13,14,0.16108286380767822
13,15,0.21994508802890778
14,13,0.16108286380767822
14,16,0.292326420545578
15,13,0.21994508802890778
15,16,0.273874968290329
16,14,0.292326420545578
16,15,0.273874968290329
17,18,0.16762593388557434
17,19,0.2283809930086136
18,17,0.16762593388557434
18,20,0.17911724746227264
19,17,0.2283809930086136
19,20,0.2633724510669708
20,18,0.17911724746227264
20,19,0.2633724510669708
21,22,0.16719254851341248
21,23,0.3349490463733673
22,21,0.16719254851341248
22,24,0.22456084191799164
23,21,0.3349490463733673
23,24,0.21285006403923035
24,22,0.22456084191799164
24,23,0.21285006403923035
25,26,0.1956709325313568
25,27,0.2129729688167572
26,25,0.1956709325313568
26,28,0.17164595425128937
27,25,0.2129729688167572
27,28,0.16661156713962555
28,26,0.17164595425128937
28,27,0.16661156713962555
29,30,0.19480004906654358
29,31,0.16953687369823456
30,29,0.19480004906654358
30,32,0.1868690699338913
31,29,0.16953687369823456
31,32,0.21570870280265808
32,30,0.1868690699338913
32,31,0.21570870280265808
33,34,0.27436476945877075
33,35,0.2577403485774994
34,33,0.27436476945877075
34,36,0.2921622097492218
35,33,0.2577403485774994
35,36,0.27396321296691895
36,34,0.2921622097492218
36,35,0.27396321296691895
37,38,0.20257988572120667
37,39,0.18010757863521576
38,37,0.20257988572120667
38,40,0.19492915272712708
39,37,0.18010757863521576
39,40,0.17957140505313873
40,38,0.19492915272712708
40,39,0.17957140505313873
41,42,0.2390212118625641
41,43,0.43978142738342285
42,41,0.2390212118625641
42,44,0.19727161526679993
43,41,0.43978142738342285
43,44,0.5235306024551392
44,42,0.19727161526679993
44,43,0.5235306024551392
45,46,0.2727319598197937
45,47,0.24337536096572876
46,45,0.2727319598197937
46,48,0.1970207691192627
47,45,0.24337536096572876
47,48,0.16754493117332458
48,46,0.1970207691192627
48,47,0.16754493117332458
49,50,0.18258635699748993
49,51,0.22224339842796326
50,49,0.18258635699748993
50,52,0.23225869238376617
51,49,0.22224339842796326
51,52,0.2544270157814026
52,50,0.23225869238376617
52,51,0.2544270157814026
53,54,0.24068793654441833
53,55,0.21790200471878052
54,53,0.24068793654441833
54,56,0.18480369448661804
55,53,0.21790200471878052
55,56,0.23127779364585876
56,54,0.18480369448661804
56,55,0.23127779364585876
57,58,0.2500838339328766
57,59,0.2177899181842804
58,57,0.2500838339328766
58,60,0.20074942708015442
59,57,0.2177899181842804
59,60,0.3220517337322235
60,58,0.20074942708015442
60,59,0.3220517337322235
61,62,0.2571048438549042
61,63,0.9161967635154724
61,64,0.2517494261264801
62,61,0.2571048438549042
63,61,0.9161967635154724
63,65,0.5994422435760498
64,61,0.2517494261264801
64,65,0.3278564214706421
65,63,0.5994422435760498
65,64,0.3278564214706421
66,67,0.1772388517856598
66,68,0.24228692054748535
67,66,0.1772388517856598
67,69,0.2031571865081787
68,66,0.24228692054748535
68,69,0.21416181325912476
69,67,0.2031571865081787
69,68,0.21416181325912476
70,71,0.2152629941701889
70,72,0.17981186509132385
71,70,0.2152629941701889
71,73,0.13674694299697876
72,70,0.17981186509132385
72,73,0.16689398884773254
73,71,0.13674694299697876
73,72,0.16689398884773254
74,75,0.29420650005340576
74,76,0.1827203631401062
75,74,0.29420650005340576
75,77,0.30136317014694214
76,74,0.1827203631401062
76,77,0.29012876749038696
77,75,0.30136317014694214
77,76,0.29012876749038696
78,79,0.1779722273349762
78,80,0.27268144488334656
79,78,0.1779722273349762
79,81,0.1660436987876892
80,78,0.27268144488334656
80,81,0.291582852602005
81,79,0.1660436987876892
81,80,0.291582852602005
82,83,0.19121354818344116
82,84,0.21449393033981323
83,82,0.19121354818344116
83,85,0.33399325609207153
84,82,0.21449393033981323
84,85,0.2264799177646637
85,83,0.33399325609207153
85,84,0.2264799177646637
86,87,0.21300961077213287
86,88,0.4268035292625427
87,86,0.21300961077213287
