Region ID,Adjacent Region ID,Similarity
1,2,0.3694135248661041
1,3,0.35238924622535706
2,1,0.3694135248661041
2,4,0.2898419499397278
3,1,0.35238924622535706
3,4,0.2891436517238617
4,2,0.2898419499397278
4,3,0.2891436517238617
5,6,0.23345786333084106
5,7,0.15543843805789948
6,5,0.23345786333084106
6,8,0.1808294802904129
7,5,0.15543843805789948
7,8,0.18172882497310638
8,6,0.1808294802904129
8,7,0.18172882497310638
9,10,0.28769728541374207
9,11,0.2619118392467499
10,9,0.28769728541374207
10,12,0.3270133137702942
11,9,0.2619118392467499
11,12,0.23847274482250214
12,10,0.3270133137702942
12,11,0.23847274482250214
13,14,0.13844186067581177
13,15,0.19948291778564453
14,13,0.13844186067581177
14,16,0.2377295047044754
15,13,0.19948291778564453
15,16,0.2616932988166809
16,14,0.2377295047044754
16,15,0.2616932988166809
17,18,0.1615382581949234
17,19,0.18152806162834167
18,17,0.1615382581949234
18,20,0.14999698102474213
19,17,0.18152806162834167
19,20,0.16915643215179443
20,18,0.14999698102474213
20,19,0.16915643215179443
21,22,0.14479996263980865
21,23,0.6519595384597778
22,21,0.14479996263980865
22,24,0.18606485426425934
23,21,0.6519595384597778
23,24,0.6121628880500793
24,22,0.18606485426425934
24,23,0.6121628880500793
25,26,0.14392393827438354
25,27,0.2045489400625229
26,25,0.14392393827438354
26,28,0.17407415807247162
27,25,0.2045489400625229
27,28,0.18827122449874878
28,26,0.17407415807247162
28,27,0.18827122449874878
29,30,0.19231447577476501
29,31,0.1481591910123825
30,29,0.19231447577476501
30,32,0.17334918677806854
31,29,0.1481591910123825
31,32,0.12404939532279968
32,30,0.17334918677806854
32,31,0.12404939532279968
33,34,0.13257211446762085
33,35,0.21646326780319214
34,33,0.13257211446762085
34,36,0.1288384348154068
35,33,0.21646326780319214
35,36,0.21315959095954895
36,34,0.1288384348154068
36,35,0.21315959095954895
37,38,0.18590673804283142
37,39,0.18214285373687744
38,37,0.18590673804283142
38,40,0.1622307151556015
39,37,0.18214285373687744
39,40,0.1633874475955963
40,38,0.1622307151556015
40,39,0.1633874475955963
41,42,0.18340328335762024
41,43,0.2619395852088928
42,41,0.18340328335762024
42,44,0.1865355670452118
43,41,0.2619395852088928
43,44,0.19714049994945526
44,42,0.1865355670452118
44,43,0.19714049994945526
45,46,0.22124962508678436
45,47,0.21937090158462524
46,45,0.22124962508678436
46,48,0.1609991043806076
47,45,0.21937090158462524
47,48,0.1723702847957611
48,46,0.1609991043806076
48,47,0.1723702847957611
49,50,0.3339080214500427
49,51,0.30689507722854614
50,49,0.3339080214500427
50,52,0.28173431754112244
51,49,0.30689507722854614
51,52,0.21766619384288788
52,50,0.28173431754112244
52,51,0.21766619384288788
53,54,0.21468837559223175
53,55,0.25243818759918213
54,53,0.21468837559223175
54,56,0.2697605490684509
55,53,0.25243818759918213
55,56,0.2566869556903839
56,54,0.2697605490684509
56,55,0.2566869556903839
57,58,0.19525295495986938
57,59,0.20615391433238983
58,57,0.19525295495986938
58,60,0.3077581226825714
59,57,0.20615391433238983
59,60,0.31893205642700195
60,58,0.3077581226825714
60,59,0.31893205642700195
61,62,0.19113689661026
61,63,0.17235521972179413
62,61,0.19113689661026
62,64,0.17258204519748688
63,61,0.17235521972179413
63,64,0.20122376084327698
64,62,0.17258204519748688
64,63,0.20122376084327698
65,66,0.15394534170627594
65,67,0.1589684635400772
66,65,0.15394534170627594
66,68,0.2186673879623413
67,65,0.1589684635400772
68,66,0.2186673879623413
69,70,0.19502517580986023
69,71,0.1154031977057457
70,69,0.19502517580986023
70,72,0.14474846422672272
71,69,0.1154031977057457
71,72,0.16201797127723694
72,70,0.14474846422672272
72,71,0.16201797127723694
73,74,0.25534072518348694
73,75,0.3554342985153198
74,73,0.25534072518348694
74,76,0.2735474705696106
75,73,0.3554342985153198
75,76,0.3542040288448334
76,74,0.2735474705696106
76,75,0.3542040288448334
77,78,0.13355515897274017
77,79,0.1958748996257782
78,77,0.13355515897274017
78,80,0.19328159093856812
79,77,0.1958748996257782
79,80,0.2017270177602768
80,78,0.19328159093856812
80,79,0.2017270177602768
81,82,0.19746211171150208
81,83,0.23508131504058838
82,81,0.19746211171150208
82,84,0.16414988040924072
83,81,0.23508131504058838
83,84,0.20389533042907715
84,82,0.16414988040924072
84,83,0.20389533042907715
85,86,0.21507062017917633
85,87,0.1344446837902069
86,85,0.21507062017917633
86,88,0.2475719451904297
87,85,0.1344446837902069
87,88,0.30199021100997925
88,86,0.2475719451904297
88,87,0.30199021100997925
89,90,0.11789782345294952
89,91,0.13105501234531403
90,89,0.11789782345294952
90,92,0.17757388949394226
91,89,0.13105501234531403
91,92,0.17829354107379913
92,90,0.17757388949394226
92,91,0.17829354107379913
93,94,0.14213000237941742
93,95,0.15949557721614838
94,93,0.14213000237941742
94,96,0.25593432784080505
95,93,0.15949557721614838
95,96,0.32082903385162354
96,94,0.25593432784080505
96,95,0.32082903385162354
97,98,0.21098732948303223
97,99,0.3557519316673279
98,97,0.21098732948303223
98,100,0.20250998437404633
99,97,0.3557519316673279
99,100,0.22452642023563385
100,98,0.20250998437404633
100,99,0.22452642023563385
101,102,0.20251241326332092
101,103,0.22607740759849548
102,101,0.20251241326332092
102,104,0.14265774190425873
103,101,0.22607740759849548
103,104,0.24272270500659943
104,102,0.14265774190425873
104,103,0.24272270500659943
105,106,0.1415351778268814
105,107,0
106,105,0.1415351778268814
106,108,0.1884627342224121
107,105,0
107,108,0.24965889751911163
108,106,0.1884627342224121
108,107,0.24965889751911163
109,110,0.16645823419094086
109,111,0.1465434432029724
110,109,0.16645823419094086
110,112,0.15312939882278442
111,109,0.1465434432029724
111,112,0.1199466735124588
112,110,0.15312939882278442
112,111,0.1199466735124588
113,114,0.31384605169296265
113,115,0.29178640246391296
114,113,0.31384605169296265
114,116,0.14991416037082672
115,113,0.29178640246391296
115,116,0.19290423393249512
116,114,0.14991416037082672
116,115,0.19290423393249512
117,118,0.1945810467004776
117,119,0.21159586310386658
118,117,0.1945810467004776
118,120,0.2007513791322708
119,117,0.21159586310386658
119,120,0.21481725573539734
120,118,0.2007513791322708
120,119,0.21481725573539734
121,122,0.12422479689121246
121,123,0.497162401676178
122,121,0.12422479689121246
122,124,0.20851929485797882
123,121,0.497162401676178
123,124,0.41766825318336487
124,122,0.20851929485797882
124,123,0.41766825318336487
125,126,0.188465416431427
125,127,0.18046188354492188
126,125,0.188465416431427
126,128,0.18601977825164795
127,125,0.18046188354492188
127,128,0.3177065849304199
128,126,0.18601977825164795
128,127,0.3177065849304199
129,130,0.20747266709804535
129,131,0.14820124208927155
130,129,0.20747266709804535
130,132,0.2104358971118927
131,129,0.14820124208927155
131,132,0.20126566290855408
132,130,0.2104358971118927
132,131,0.20126566290855408
133,134,0.1260061115026474
133,135,0.1922382414340973
134,133,0.1260061115026474
134,136,0.1858203262090683
135,133,0.1922382414340973
135,136,0.14346323907375336
136,134,0.1858203262090683
136,135,0.14346323907375336
137,138,0.29040399193763733
137,139,0.25691908597946167
138,137,0.29040399193763733
138,140,0.2050759196281433
139,137,0.25691908597946167
139,140,0.2264830321073532
140,138,0.2050759196281433
140,139,0.2264830321073532
141,142,0.17120972275733948
141,143,0.22818955779075623
142,141,0.17120972275733948
142,144,0.22424259781837463
143,141,0.22818955779075623
143,144,0.18791013956069946
144,142,0.22424259781837463
144,143,0.18791013956069946
145,146,0.21312686800956726
145,147,0.24559663236141205
146,145,0.21312686800956726
146,148,0.12145046889781952
147,145,0.24559663236141205
147,148,0.14436931908130646
148,146,0.12145046889781952
148,147,0.14436931908130646
149,150,0.1900596171617508
149,151,0.17702093720436096
150,149,0.1900596171617508
150,152,0.19437387585639954
151,149,0.17702093720436096
151,152,0.2310732752084732
152,150,0.19437387585639954
152,151,0.2310732752084732
153,154,0.2259926199913025
153,155,0.1374625861644745
154,153,0.2259926199913025
154,156,0.1853846162557602
155,153,0.1374625861644745
