Region ID,Adjacent Region ID,Similarity
1,2,0.28791388869285583
1,3,0.29092860221862793
2,1,0.28791388869285583
2,4,0.23665586113929749
3,1,0.29092860221862793
3,4,0.23029059171676636
4,2,0.23665586113929749
4,3,0.23029059171676636
5,6,0.21057990193367004
5,7,0.24521496891975403
6,5,0.21057990193367004
6,8,0.15165817737579346
7,5,0.24521496891975403
7,8,0.18193335831165314
8,6,0.15165817737579346
8,7,0.18193335831165314
9,10,0.23288148641586304
9,11,0.21863822638988495
10,9,0.23288148641586304
10,12,0.23959079384803772
11,9,0.21863822638988495
11,12,0.18969309329986572
12,10,0.23959079384803772
12,11,0.18969309329986572
13,14,0.24338659644126892
13,15,0.24910405278205872
14,13,0.24338659644126892
14,16,0.16640302538871765
15,13,0.24910405278205872
15,16,0.1762118637561798
16,14,0.16640302538871765
16,15,0.1762118637561798
17,18,0.2545722424983978
17,19,0.20830291509628296
18,17,0.2545722424983978
18,20,0.23084968328475952
19,17,0.20830291509628296
19,20,0.16698643565177917
20,18,0.23084968328475952
20,19,0.16698643565177917
21,22,0.2272621989250183
21,23,0.22092317044734955
22,21,0.2272621989250183
22,24,0.16947144269943237
23,21,0.22092317044734955
23,24,0.10424436628818512
24,22,0.16947144269943237
24,23,0.10424436628818512
25,26,0.12109488248825073
25,27,0.28107520937919617
26,25,0.12109488248825073
26,28,0.22128324210643768
27,25,0.28107520937919617
27,28,0.2687493860721588
28,26,0.22128324210643768
28,27,0.2687493860721588
29,30,0.2862379848957062
29,31,0.2239675521850586
30,29,0.2862379848957062
30,32,0.16102874279022217
31,29,0.2239675521850586
31,32,0.25102850794792175
32,30,0.16102874279022217
32,31,0.25102850794792175
33,34,0.21687950193881989
33,35,0.18573656678199768
34,33,0.21687950193881989
34,36,0.19728794693946838
35,33,0.18573656678199768
35,36,0.17813070118427277
36,34,0.19728794693946838
36,35,0.17813070118427277
37,38,0.27260535955429077
37,39,0.22406615316867828
38,37,0.27260535955429077
38,40,0.302342027425766
39,37,0.22406615316867828
39,40,0.2067805379629135
40,38,0.302342027425766
40,39,0.2067805379629135
41,42,0.19369928538799286
41,43,0.19029703736305237
42,41,0.19369928538799286
42,44,0.1273975670337677
43,41,0.19029703736305237
43,44,0.19148223102092743
44,42,0.1273975670337677
44,43,0.19148223102092743
45,46,0.18912675976753235
45,47,0.25403308868408203
46,45,0.18912675976753235
46,48,0.227681502699852
47,45,0.25403308868408203
47,48,0.13828420639038086
48,46,0.227681502699852
48,47,0.13828420639038086
49,50,0.22187121212482452
49,51,0.24100950360298157
50,49,0.22187121212482452
50,52,0.267767995595932
51,49,0.24100950360298157
51,52,0.20703290402889252
52,50,0.267767995595932
52,51,0.20703290402889252
53,54,0.2088431417942047
53,55,0.21794834733009338
54,53,0.2088431417942047
54,56,0.2419579178094864
55,53,0.21794834733009338
55,56,0.15281125903129578
56,54,0.2419579178094864
56,55,0.15281125903129578
57,58,0.1808958351612091
57,59,0.17247173190116882
58,57,0.1808958351612091
58,60,0.32174381613731384
59,57,0.17247173190116882
59,60,0.2415856122970581
60,58,0.32174381613731384
60,59,0.2415856122970581
61,62,0.24179349839687347
61,63,0.4119642972946167
62,61,0.24179349839687347
62,64,0.24119150638580322
63,61,0.4119642972946167
63,64,0.4047342836856842
64,62,0.24119150638580322
64,63,0.4047342836856842
65,66,0.33595216274261475
65,68,0.157609224319458
66,65,0.33595216274261475
66,69,0.28748399019241333
67,69,0.7782003283500671
68,65,0.157609224319458
68,69,0.1154956966638565
69,66,0.28748399019241333
69,67,0.7782003283500671
69,68,0.1154956966638565
70,71,0.27813804149627686
70,72,0.16340325772762299
71,70,0.27813804149627686
71,73,0.19734053313732147
72,70,0.16340325772762299
72,73,0.24144385755062103
73,71,0.19734053313732147
73,72,0.24144385755062103
74,75,0.15747854113578796
74,76,0.22592346370220184
75,74,0.15747854113578796
75,77,0.29562991857528687
76,74,0.22592346370220184
76,77,0.28501811623573303
77,75,0.29562991857528687
77,76,0.28501811623573303
78,79,0.22828805446624756
78,80,0.2410946488380432
79,78,0.22828805446624756
79,81,0.18011322617530823
80,78,0.2410946488380432
80,81,0.20080482959747314
81,79,0.18011322617530823
81,80,0.20080482959747314
82,83,0.23463036119937897
82,84,0.2855272889137268
83,82,0.23463036119937897
83,85,0.23346339166164398
84,82,0.2855272889137268
84,85,0.2548219561576843
85,83,0.23346339166164398
85,84,0.2548219561576843
86,87,0.28911107778549194
86,88,0.1444510817527771
87,86,0.28911107778549194
87,89,0.31367337703704834
88,86,0.1444510817527771
88,89,0.19396039843559265
89,87,0.31367337703704834
89,88,0.19396039843559265
90,91,0.20451921224594116
90,92,0.2504728436470032
91,90,0.20451921224594116
91,93,0.20320555567741394
92,90,0.2504728436470032
92,93,0.17513306438922882
93,91,0.20320555567741394
93,92,0.17513306438922882
94,95,0.30789560079574585
94,96,0.16282518208026886
95,94,0.30789560079574585
95,97,0.4104864299297333
96,94,0.16282518208026886
96,97,0.2653123438358307
97,95,0.4104864299297333
97,96,0.2653123438358307
98,99,0.41139113903045654
98,101,0.26162809133529663
99,98,0.41139113903045654
99,102,0.331306517124176
100,102,0.7719942927360535
101,98,0.26162809133529663
101,102,0.34085363149642944
102,99,0.331306517124176
102,100,0.7719942927360535
102,101,0.34085363149642944
103,104,0.2288697510957718
103,105,0.3208807706832886
104,103,0.2288697510957718
104,106,0.19001761078834534
105,103,0.3208807706832886
105,106,0.3316422402858734
106,104,0.19001761078834534
106,105,0.3316422402858734
107,108,0.1987299919128418
107,109,0.20692700147628784
108,107,0.1987299919128418
108,110,0.15602073073387146
109,107,0.20692700147628784
109,110,0.22149308025836945
110,108,0.15602073073387146
110,109,0.22149308025836945
111,112,0.15366387367248535
111,113,0.1383306235074997
112,111,0.15366387367248535
112,114,0.12337848544120789
113,111,0.1383306235074997
113,114,0.13382844626903534
114,112,0.12337848544120789
114,113,0.13382844626903534
115,116,0.17247077822685242
115,117,0.28652164340019226
116,115,0.17247077822685242
116,118,0.4817637503147125
116,119,0.3377615213394165
117,115,0.28652164340019226
117,119,0.20083968341350555
118,116,0.4817637503147125
119,116,0.3377615213394165
119,117,0.20083968341350555
120,121,0.15472525358200073
120,122,0.15084905922412872
121,120,0.15472525358200073
121,123,0.2031307965517044
122,120,0.15084905922412872
122,123,0.1788157820701599
123,121,0.2031307965517044
123,122,0.1788157820701599
124,125,0.17773304879665375
124,126,0.23009073734283447
125,124,0.17773304879665375
125,127,0.2546117603778839
126,124,0.23009073734283447
126,127,0.20106150209903717
127,125,0.2546117603778839
127,126,0.20106150209903717
128,129,0.1921297013759613
128,130,0.20621515810489655
