Region ID,Area,Extent,Aspect Ratio,Solidity,Deviation
1,37854.5,0.7808271452145215,1.188118811881188,0.9652574138766351,1362.5
2,27300.0,0.6564709277160583,1.3735632183908046,0.9080627993613625,2764.0
3,25124.0,0.7938825165102538,1.686131386861314,0.9797796626693965,518.5
4,32359.0,0.6850640414946544,1.1691542288557213,0.9042110263503507,3428.0
5,38124.5,0.8234411110391153,1.3825136612021858,0.969435368008849,1202.0
6,36865.5,0.8460240963855422,1.4228571428571428,0.9443611911623438,2172.0
7,16724.0,0.4553350213727572,1.4528301886792452,0.8796549547654113,2288.0
8,31629.0,0.6831465042441521,1.3825136612021858,0.9151909722222222,2931.0
9,85810.5,0.7127532331613964,0.9772079772079773,0.952185708975305,4309.0
10,74900.0,0.6857216098436298,0.9909638554216867,0.8724722765818657,10948.0
11,97453.0,0.7985332677810554,1.0619469026548674,0.9744812759362032,2552.0
12,101460.0,0.8074810982888977,1.0257142857142858,0.9597094197380804,4259.5
13,40783.5,0.659074014221073,1.0924369747899159,0.9857515771155101,589.5
14,58216.5,0.8023443314314066,1.0651340996168583,0.9860852332396084,821.5
15,62032.0,0.8516667581964963,1.0610687022900764,0.958119347888205,2711.5
16,49751.5,0.80462381938155,0.9007633587786259,0.9282342624724803,3846.5
17,5121.0,0.6924012979989184,1.0,0.9806587514362314,101.0
18,6750.0,0.78125,1.0666666666666667,0.9903895532242682,65.5
19,7559.5,0.8756515695586702,1.0898876404494382,0.9855289746431132,111.0
20,2464.0,0.5116279069767442,1.5357142857142858,0.9296359177513677,186.5
21,21890.5,0.6589356130158635,1.7194244604316546,0.9601307046207154,909.0
22,21308.0,0.652318995867136,1.6906474820143884,0.9491736825693795,1141.0
23,19288.0,0.6308834592614398,1.8372093023255813,0.9495163315036799,1025.5
24,24871.5,0.754093141713662,1.7318840579710144,0.8917712441735389,3018.5
25,18399.5,0.5110972222222222,1.7361111111111112,0.8811388070780356,2482.0
26,35760.5,0.7228724479482515,1.7117647058823529,0.9193757793117633,3136.0
27,53626.5,0.9305309734513274,1.9941176470588236,0.9978137094373325,117.5
28,53522.0,0.9287176817629706,1.9941176470588236,0.9823073817127336,964.0
29,14257.5,0.7202576408183885,1.7289719626168225,0.9392292490118577,922.5
30,22969.0,0.8332668238708507,1.2416107382550337,0.967278699570454,777.0
31,19257.5,0.7310013665350744,1.2027027027027026,0.9732645996007379,529.0
32,15484.5,0.5982498164818607,1.2657342657342658,0.9775876763786736,355.0
33,23447.5,0.8313831861858667,0.5021097046413502,0.9694257245627816,739.5
34,11.0,0.3055555555555556,0.25,1.0,0.0
35,209.0,0.37657657657657656,0.40540540540540543,0.8293650793650794,43.0
36,5613.0,0.37027508410845045,0.5705521472392638,0.7074169764950532,2321.5
37,13369.0,0.6396650717703349,0.4318181818181818,0.9424744448360944,816.0
38,21275.0,0.7575487822247543,0.5042372881355932,0.9759174311926605,525.0
39,43112.0,0.7359508364629567,0.696551724137931,0.9573105063895458,1922.5
40,72973.0,0.8697201563691839,0.9078947368421053,0.9405252134686644,4614.5
41,63894.5,0.7323319732257473,0.944078947368421,0.9126416751772949,6116.0
42,55038.5,0.8189034369885434,1.2170212765957447,0.9749782997643974,1412.5
43,30035.0,0.8788330992509363,1.0786516853932584,0.9497233201581028,1590.0
44,21874.0,0.8002487744201361,0.9132947976878613,0.9858259909412533,314.5
45,13257.0,0.5211084905660377,0.99375,0.9087606251713737,1331.0
46,29495.5,0.8724672405123199,1.07909604519774,0.9865045653700792,403.5
47,12321.5,0.807437745740498,1.2844036697247707,0.9927886552252034,89.5
48,7668.0,0.5588921282798833,1.4285714285714286,0.8414814814814815,1444.5
49,8332.0,0.603768115942029,1.38,0.9553402511035946,389.5
50,10912.5,0.7321859903381642,1.2777777777777777,0.9544738913670953,520.5
51,4008.5,0.7225126171593367,0.9605263157894737,0.9604648376662274,165.0
52,2966.0,0.5575187969924812,0.9210526315789473,0.8827380952380952,394.0
53,1286.5,0.7053179824561403,0.3157894736842105,0.8716124661246613,189.5
54,3922.0,0.7069214131218458,0.9605263157894737,0.9839438033115906,64.0
55,88578.5,0.7924005904191082,0.7164556962025317,0.934707595551147,6187.5
56,71517.0,0.6397727781008186,0.7164556962025317,0.9526771858078181,3552.5
57,62008.0,0.6680168921830562,0.8628048780487805,0.8974440617130286,7086.0
58,90284.5,0.8134105139871165,0.7113924050632912,0.9194502719107074,7909.5
59,18791.5,0.8423659673659674,1.0909090909090908,0.9884020618556701,220.5
60,8823.0,0.4770478507704785,1.0148148148148148,0.9157239231966787,812.0
61,21375.5,0.8741463215147426,1.1958041958041958,0.9958304216165852,89.5
62,17771.5,0.7994376968061179,1.3153846153846154,0.9865382480293106,242.5
63,83803.0,0.7837036621404256,0.6716791979949874,0.9451857031681761,4860.0
64,56867.5,0.7773244211159408,0.9744525547445255,0.9725927826235676,1602.5
65,55503.5,0.6722400532913462,0.7270029673590505,0.9242880932556203,4546.5
66,88465.5,0.841951233439927,0.6633165829145728,0.9660020310333155,3113.5
67,30313.0,0.849460557657279,0.9384615384615385,0.9874906342639346,384.0
68,26805.5,0.8370179547228728,1.0457142857142858,0.9876204336532616,336.0
69,16358.0,0.519697547337654,1.063953488372093,0.9232679554113165,1359.5
70,25744.5,0.8242460139591471,0.8298969072164949,0.9813971218907843,488.0
71,41738.0,0.8530145105252401,1.1095238095238096,0.9767387437985584,994.0
72,28206.5,0.6034766795036371,1.1121951219512196,0.9633696506028211,1072.5
73,29527.5,0.7173833819241983,0.9333333333333333,0.982939414114514,512.5
74,33105.0,0.7139776133888326,1.170854271356784,0.9603724870180732,1366.0
75,47395.0,0.837337903254302,0.5852090032154341,0.9751154728471644,1209.5
76,24088.5,0.42260526315789476,0.7017543859649122,0.7790840583460008,6830.5
77,49493.0,0.7968732389830782,0.6504854368932039,0.8762614638291846,6989.0
78,37473.5,0.608553379453701,0.6366559485530546,0.8440547784760232,6923.5
79,27654.5,0.7922790431170319,1.089385474860335,0.9897993879632778,285.0
80,22331.5,0.6898826073524869,1.1746987951807228,0.9851552849832362,336.5
81,22966.5,0.7143990294886151,1.0994152046783625,0.9889762084185596,256.0
82,26886.5,0.774246961930542,1.0837988826815643,0.9444961621555161,1580.0
83,17237.5,0.8645117608706555,0.8089171974522293,0.9942321557317952,100.0
84,3914.5,0.33230050933786076,0.7661290322580645,0.6771319840857983,1866.5
85,2789.5,0.4845405593190898,1.7719298245614035,0.967736339982654,93.0
86,12885.5,0.6513749873622485,0.802547770700637,0.9015567605387441,1407.0
87,63775.0,0.7431857643946721,1.0418118466898956,0.9281493771102574,4937.0
88,82498.0,0.9393773769670469,1.0662020905923344,0.9907408519376959,771.0
89,77202.0,0.8762101487929723,1.0696864111498259,0.9793231175157296,1630.0
90,35987.5,0.5416215158629824,1.3008849557522124,0.8859006708105114,4635.0
91,38755.5,0.7675876411170529,0.6925925925925925,0.9656405337054156,1379.0
92,38231.5,0.7187723256251175,0.7296296296296296,0.9524539113104136,1908.5
93,41825.5,0.7774256505576208,0.7434944237918215,0.9613289509975177,1682.5
94,19615.5,0.619939319237698,1.251572327044025,0.9310565786975508,1452.5
95,14485.5,0.7953821656050956,1.353448275862069,0.960354029237246,598.0
96,17603.0,0.9665605095541401,1.353448275862069,1.0,0.0
97,7825.5,0.7528138528138528,0.9428571428571428,1.0,0.0
98,12474.0,0.7279836591771228,1.2956521739130435,0.9832886646697147,212.0
99,10813.0,0.9626958689458689,1.8461538461538463,1.0,0.0
100,11257.0,0.9432713256242669,1.9615384615384615,1.0,0.0
101,9838.5,0.8461042311661506,2.013157894736842,0.9800767046869552,200.0
102,7329.5,0.7065259302101408,1.705128205128205,0.9838255033557047,120.5
