Region ID,Area,Extent,Aspect Ratio,Solidity,Deviation
1,26764.5,0.6189754856614246,0.7829787234042553,0.8713678761537335,3951.0
2,27659.5,0.6688146822710127,0.9289099526066351,0.9625885259879239,1075.0
3,38657.0,0.7722904804714814,0.9063829787234042,0.9754478930103457,973.0
4,38509.5,0.7932252615967702,0.925764192139738,0.9422898110991484,2358.5
5,27611.0,0.9737269008322753,0.6813725490196079,0.9971829968579581,78.0
6,17828.5,0.6895838168175137,0.7473118279569892,0.9545953470939416,848.0
7,23700.5,0.8880583033573142,0.7239583333333334,0.9170068290418061,2145.0
8,8389.0,0.6554930457884044,0.4876543209876543,0.9420021335129976,516.5
9,42967.5,0.7299949031600408,1.238532110091743,0.9323633759723985,3117.0
10,22400.0,0.7608695652173914,1.15,0.9140991634360335,2105.0
11,14778.5,0.6111869313482217,1.4307692307692308,0.9340180123242219,1044.0
12,40887.0,0.7004436982851661,1.23963133640553,0.8733179546328336,5931.0
13,16684.5,0.8398942864334257,1.0583941605839415,0.9911191635974813,149.5
14,13078.0,0.6880260942760943,1.0909090909090908,0.9155378207147608,1206.5
15,12486.0,0.765871312028461,0.8686131386861314,0.9538214735877163,604.5
16,13170.0,0.7022876339785634,1.0601503759398496,0.9899278412507516,134.0
17,106288.0,0.8440378629057874,1.2452830188679245,0.984841184537267,1636.0
18,32139.5,0.6775910777534154,3.239669421487603,0.8848859459533872,4181.0
19,73792.5,0.7005439735702894,1.4887218045112782,0.9323886358323804,5351.0
20,97375.0,0.7732593227876247,1.2452830188679245,0.9711182694896829,2896.0
21,24682.0,0.9257022840640589,0.310580204778157,0.961399135278308,991.0
22,1973.0,0.5682603686635944,0.2767857142857143,0.8893396439035385,245.5
23,6783.5,0.6497605363984674,0.496551724137931,0.9916672757839339,57.0
24,23966.0,0.8988485916813562,0.310580204778157,0.9899010759794304,244.5
25,195.5,0.4423076923076923,1.5294117647058822,0.9775,4.5
26,11475.5,0.6305219780219781,0.455,0.9585682662991271,496.0
27,7380.5,0.8157051282051282,0.6724137931034483,0.9844604508470055,116.5
28,4213.5,0.5654186795491143,0.6388888888888888,0.847616173808087,757.5
29,5619.0,0.7185421994884911,0.591304347826087,0.8956008925725215,655.0
30,6642.5,0.7741841491841492,0.7090909090909091,0.9935681699199761,43.0
31,6886.5,0.7552643123491994,1.0319148936170213,0.9868166511427957,92.0
32,5214.5,0.6705889917695473,1.1851851851851851,0.9486083318173549,282.5
33,3275.0,0.40886392009987516,0.9888888888888889,0.80704780680138,783.0
34,7722.0,0.8468962491774512,1.0319148936170213,0.9943983001738459,43.5
35,90994.0,0.6695412236488724,1.0906515580736544,0.963184859005843,3478.0
36,105827.0,0.8281580141799572,1.0254957507082152,0.9747351938841301,2743.0
37,79978.5,0.593109917980511,1.0821529745042493,0.9458027589387605,4583.0
38,110901.5,0.8160222214046576,1.0906515580736544,0.9514950023594011,5653.5
39,53035.0,0.9093792866941015,0.9876543209876543,0.9786499852376734,1157.0
40,43281.0,0.7951388888888888,0.9218106995884774,0.9557785948524297,2002.5
41,48313.5,0.838907120904308,0.9753086419753086,0.9741999879015184,1279.5
42,38412.5,0.8687662557955445,1.2918918918918918,0.9701596201444663,1181.5
43,113143.5,0.7189191765154404,1.174863387978142,0.8938885794532074,13431.0
44,1795.5,0.6576923076923077,0.44871794871794873,0.8739352640545145,259.0
45,49521.5,0.7329135093535402,1.5922330097087378,0.9236673256985116,4092.5
46,46593.5,0.6637250712250712,0.78,0.9444500749989865,2740.5
47,120123.0,0.7671424465945014,1.1753424657534246,0.951714302691782,6094.5
48,35767.5,0.8727186219012297,1.1595744680851063,0.9835017529387503,600.0
49,26692.5,0.8039667479895184,1.4183006535947713,0.9721387599016662,765.0
50,23331.5,0.6364293507910529,1.0372340425531914,0.9430107309581068,1410.0
51,27981.5,0.6895561743759088,1.160427807486631,0.9471127809369077,1562.5
